external_exercise_id,ymove_title,proposed_italian_name,approved_italian_name,researched_italian_name,translation_status,semantic_review_status,research_status,source_confidence
714b176e-2963-43f0-ae0f-c71643cbe426,Barbell Lunge,Con bilanciere Lunge,NULL,Affondi con bilanciere,generated,EXCLUDE_EDITORIAL_DUPLICATE,EXCLUDE_EDITORIAL_DUPLICATE,90
dd57e914-d0ef-4d6f-8724-d72f220b7422,Barbell Lunges,Con bilanciere Lunges,NULL,Affondi con bilanciere,generated,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,86
c0bd82fb-5ad6-4390-a060-dd46c1a6bea2,Barbell Overhead Press,Con bilanciere Overhead Press,Overhead Press Con bilanciere,Lento avanti con bilanciere,generated,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,80
f71ef5e3-8944-40df-b9ea-00a7b0e6c5cc,Barbell Push Press,Con bilanciere Push Press,Push Press Con bilanciere,Push press con bilanciere,generated,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,85
be7a8c2a-db1b-405f-a61f-96f26c628c6c,Barbell Romanian Deadlift,Con bilanciere Romanian Deadlift,NULL,NULL,generated,NULL,NULL,NULL
dbf6a8e4-19dc-4d01-8014-f195a1eb817c,Barbell Rows,Con bilanciere Rows,NULL,NULL,generated,NULL,NULL,NULL
4e4377e1-ab91-4015-84ac-27b3274b549f,Barbell Shoulder Press -  Barbell Overhead Press - Barbell Military Press,Con bilanciere Shoulder Press -  con bilanciere Overhead Press - con bilanciere Military Press,Shoulder Press Con bilanciere  -  Overhead Press Con bilanciere  - Military Press Con bilanciere,Lento avanti con bilanciere,generated,RESEARCH_REQUIRED,RESEARCH_REQUIRED,55
a363775e-2aa5-49cb-ac17-7aa137d5d47b,Barbell Shrug,Con bilanciere Shrug,Shrug Con bilanciere,Scrollate con bilanciere,generated,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,85
709f2fe5-f590-401b-aa94-d5f6dc67165b,Barbell Sit-Up,Con bilanciere Sit-Up,Sit-Up Con bilanciere,Sit-up con bilanciere,generated,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,76
d0a73aa8-dc45-49dd-951d-de4825a74ada,Barbell Skull Crushers,Con bilanciere Skull Crushers,NULL,French press con bilanciere da sdraiato,generated,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,88
1ffaf9e8-fe94-44e8-a20b-012ea58eba46,Barbell Sumo Squat,Con bilanciere Sumo Squat,NULL,Sumo squat con bilanciere,generated,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,86
c8f3362d-fb00-481e-b428-e0b17f4ae681,Barbell Sumo Squat,Con bilanciere Sumo Squat,NULL,Sumo squat con bilanciere,generated,EXCLUDE_EDITORIAL_DUPLICATE,EXCLUDE_EDITORIAL_DUPLICATE,90
6e9512fe-74b9-4c8a-bae2-a54361937b0e,Barbell Thruster - Straight Bar Thruster,Con bilanciere Thruster - Straight Bar Thruster,NULL,Thruster con bilanciere,generated,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,86
ae8be22d-584f-4c34-add8-d25383ba90de,Barbell walking lunges,Con bilanciere walking lunges,NULL,Affondi camminati con bilanciere,generated,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,84
eb37d0a0-1a45-482c-9c6a-1aef9744661c,Barbell Wrist Curl,Con bilanciere Wrist Curl,NULL,Curl dei polsi con bilanciere,generated,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,88
47ab9d26-7959-46bb-9744-1e48695f5e70,Bear crawl into explosive jumps,Bear crawl into explosive jumps,NULL,Bear crawl con salto esplosivo,review_required,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,72
c4d91f02-e796-4992-a08d-531b1d4bb16b,Bear crawl shoulder tap to pike push up,Bear crawl shoulder tap to pike push up,NULL,Bear crawl con shoulder tap e pike push-up,review_required,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,72
accf9858-fd32-4f43-aa4d-0bd0f53d7498,Bear crawl to pike push up,Bear crawl to pike push up,NULL,Bear crawl con pike push-up,review_required,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,72
214c3916-f02f-456f-9750-70fd0679295a,Bear crawls,Bear crawls,NULL,Bear crawl,review_required,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,88
5d6d9ca4-1ace-4dc9-b408-6ced49b753e7,Bear hold,Bear hold,NULL,Bear hold,review_required,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,86
b21be739-d8af-416f-83e4-fc65509a9a28,Bear plank ankle taps into jumps,Bear plank ankle taps into jumps,NULL,Bear plank con tocchi alle caviglie e salti,review_required,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,70
c2a135e7-1383-47c1-9757-4868ae9a8c55,Bear plank Shoulder taps,Bear plank Shoulder taps,NULL,Bear plank con shoulder tap,review_required,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,86
f2fef2bc-353c-4f3b-b7c3-ee5d63e2a87b,Bear plank shoulder taps - 30,Bear plank shoulder taps - 30,NULL,Bear plank con shoulder tap,review_required,EXCLUDE_EDITORIAL_DUPLICATE,EXCLUDE_EDITORIAL_DUPLICATE,88
63603235-6df6-4c55-b0fe-c417fee626b8,Bear plank side tap sidewalks,Bear plank side tap sidewalks,NULL,Bear plank con side tap laterali,review_required,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,68
638616d3-100b-4b14-8516-ff9e4b3e80f2,Bear plank steps and hops,Bear plank steps and hops,NULL,Bear plank con passi e salti,review_required,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,68
c794e5f9-f603-4f1a-a108-1989ff2b8215,Bear plank toe taps,Bear plank toe taps,NULL,Bear plank con toe tap,review_required,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,70
59887212-af71-41e1-9b3f-afe352ba1979,Bear toe taps,Bear toe taps,NULL,Bear toe taps,review_required,RESEARCH_REQUIRED,RESEARCH_REQUIRED,45
fc721ada-0004-40d7-9e1e-634dc9b34877,Behind the Head Curl with Cable,Behind the Head Curl with al cavo,NULL,Curl ai cavi dietro la testa,generated,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,78
ab1681a6-93a1-4e51-ac8c-c76f02ef3737,Behind the Neck Rope Pulldown,Behind the Neck Rope Pulldown,NULL,Pulldown dietro la nuca con corda,review_required,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,76
051a5802-da89-415d-a912-93162c89a4bf,Behind the Neck Shoulder Press Machine,Behind the Neck Shoulder Press alla macchina,NULL,Shoulder press alla macchina dietro la nuca,generated,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,74
48b2c98e-b82f-49aa-b847-b871a69e1b95,Bench Dips,Bench Dips,NULL,Dip su panca,review_required,CREATE_NEW_RESEARCHED,CREATE_NEW_RESEARCHED,90
79084f10-c317-4c40-ae0c-45d0b760298d,Bench Dips,Bench Dips,NULL,NULL,review_required,NULL,NULL,NULL
4402c7a1-0845-4da2-882d-4e06fc275b8b,Bench Jump,Bench Jump,NULL,NULL,review_required,NULL,NULL,NULL
58d0fe05-1a66-4b80-a6d8-2dc2f0d73169,Bench Press,Panca press,NULL,NULL,generated,NULL,NULL,NULL
53f37f4b-c486-4ebb-846b-953078455bfe,Bent leg v-sit into punches,Bent leg v-sit into punches,NULL,NULL,review_required,NULL,NULL,NULL
059690e8-f60d-4099-b3ae-93d18358a59a,Bent Over Barbell Row,Bent Over con bilanciere Rematore,NULL,NULL,generated,NULL,NULL,NULL
6e4be416-7097-4301-bfb9-f62bc69f1fa7,Bent Over Barbell Row Overhand Grip,Bent Over con bilanciere Rematore Overhand Grip,NULL,NULL,generated,NULL,NULL,NULL
716ba91e-0ab4-4f1f-bbd9-dd06e25e0da6,Bent Over Barbell Row Underhand Grip,Bent Over con bilanciere Rematore Underhand Grip,NULL,NULL,generated,NULL,NULL,NULL
de70b78c-7dec-4a91-acc7-d75ae27eb765,Bent Over Dumbbell Rear Delt Raise,Bent Over con manubri Rear Delt Alzata,NULL,NULL,generated,NULL,NULL,NULL
7ab0bece-90eb-45f1-9b22-3fd86c376aa1,Bent Over Dumbbell Reverse Fly,Bent Over con manubri Reverse Fly,NULL,NULL,generated,NULL,NULL,NULL
c7c76fa8-908a-4ee0-977c-35f12057676d,Bent over Dumbbell Tricep Extension,Bent over con manubri Tricep Extension,NULL,NULL,generated,NULL,NULL,NULL
43c81170-5fc1-46dd-92b0-6a308c22cec1,Bent Over One-Arm Long Bar Row,Bent Over One-Arm Long Bar Rematore,NULL,NULL,generated,NULL,NULL,NULL
ad8e32a3-091a-4b10-a316-8984807ce817,Bent Over Two-Arm Long Bar Row - 105,Bent Over Two-Arm Long Bar Rematore - 105,NULL,NULL,generated,NULL,NULL,NULL
7aaad2c1-c499-40dd-84e5-a66b910e6f8b,Bent Over Two-Dumbbell Row With Palms In,Bent Over Two-con manubri Rematore With Palms In,NULL,NULL,generated,NULL,NULL,NULL
87a9f879-77ef-4dbe-8e8e-b15fea5052a7,Bicycle punches,Bicycle punches,NULL,NULL,review_required,NULL,NULL,NULL
b771f714-b1dc-49f8-8df5-9f8ae35bbbae,Bird Dog,Bird Dog,NULL,NULL,review_required,NULL,NULL,NULL
a36c63b9-c3d4-432d-a135-1ca81a162d35,Boat hold,Boat hold,NULL,NULL,review_required,NULL,NULL,NULL
e396f5be-9c22-44ff-b825-d754d807f5fd,Boat pose,Boat pose,NULL,NULL,review_required,NULL,NULL,NULL
42ee935a-8052-4d1b-bde6-d64bb2389e57,Bodyweight Squat,Bodyweight Squat,NULL,NULL,review_required,NULL,NULL,NULL
f28e1faf-4677-453e-9007-8329d7a67e2d,Bodyweight Squat (air squat),Bodyweight Squat (air squat),NULL,NULL,review_required,NULL,NULL,NULL
33869887-32ab-4c66-b033-3bef9e5de372,Bodyweight Triceps Extension (with bar),Bodyweight Triceps Extension (with bar),NULL,NULL,review_required,NULL,NULL,NULL
4c799907-a832-42b2-b9b3-bfb75a68c840,Bow pose,Bow pose,NULL,NULL,review_required,NULL,NULL,NULL
ffded4df-0bf5-4522-8c94-cf15492a8271,Box Jump,Box Jump,NULL,NULL,review_required,NULL,NULL,NULL
768c2a0e-5824-42f9-8175-b296f0433c02,Box jumps,Box jumps,NULL,NULL,review_required,NULL,NULL,NULL
0e19fa47-7a77-4fdf-86a0-66258725fa3d,Box Toe Tap,Box Toe Tap,NULL,NULL,review_required,NULL,NULL,NULL
c4f2aff0-d474-473a-ad7d-559033aac8b3,Bridge march,Bridge march,NULL,NULL,review_required,NULL,NULL,NULL
31f0a2a6-2d44-4c33-bf3a-2d0687b748a4,Bridge pose,Bridge pose,NULL,NULL,review_required,NULL,NULL,NULL
ca5187cf-f9c2-4ad3-b932-4dccc2e47f7e,Broad jumps,Broad jumps,NULL,NULL,review_required,NULL,NULL,NULL
cd6edab4-3f1e-477f-8a88-54f9c683c9de,Bulgarian split squat,Bulgarian split squat,NULL,NULL,review_required,NULL,NULL,NULL
74a22260-8090-40b6-a13a-4d366c0d5fd6,Bulgarian split squat - with Barbell,Bulgarian split squat - with con bilanciere,NULL,NULL,generated,NULL,NULL,NULL
d81d953b-b29d-438a-aeee-610523bca09d,Bulgarian split squat with Dumbbell,Bulgarian split squat with con manubri,NULL,NULL,generated,NULL,NULL,NULL
b160ea44-725a-415f-919a-4edad64d3ce3,Burpee (No jump),Burpee (No jump),NULL,NULL,review_required,NULL,NULL,NULL
a4715d5c-446e-4937-a25a-254652773990,Burpee (No jump) into high plank with shoulder tabs,Burpee (No jump) into high plank with shoulder tabs,NULL,NULL,review_required,NULL,NULL,NULL
c424ec91-5260-4a23-800d-1a5e140f8320,Butt bridges,Butt bridges,NULL,NULL,review_required,NULL,NULL,NULL
1effe46b-4944-4308-b0d3-dd87a0c71bc2,Butt kickers,Butt kickers,NULL,NULL,review_required,NULL,NULL,NULL
ed1451e4-ceef-4aa9-a883-24b733b83edd,Butterfly crunches,Butterfly crunches,NULL,NULL,review_required,NULL,NULL,NULL
22bf3fc2-d7a0-41d0-9a1a-5e0d149d2b7a,Butterfly Jumps,Butterfly Jumps,NULL,NULL,review_required,NULL,NULL,NULL
f96ea3ee-fb2f-4a0f-bc3b-7e63959450c5,Butterfly Stretch,Butterfly Stretch,NULL,NULL,review_required,NULL,NULL,NULL
5e751b08-c767-4a40-8ef7-62d271995c86,Cable Bicep Curl bar,Al cavo Bicep Curl bar,NULL,NULL,generated,NULL,NULL,NULL
f03c074c-398c-4c33-abd9-980ec883fdbd,Cable Bicep Curl rope,Al cavo Bicep Curl rope,NULL,NULL,generated,NULL,NULL,NULL
3adef0aa-9687-4cd0-acf6-410c9fa4ba76,Cable Crossover (Mid),Al cavo Crossover (Mid),NULL,NULL,generated,NULL,NULL,NULL
6cecf804-dcf6-484b-8e1d-57e0d152bbb7,Cable Crunch kneeling,Al cavo Crunch kneeling,NULL,NULL,generated,NULL,NULL,NULL
b2073383-2f4c-419e-95f3-0e1cd4f02c34,Cable Deadlift,Al cavo Deadlift,NULL,NULL,generated,NULL,NULL,NULL
f6fa126f-2811-454f-a542-39780209c9ec,Cable Diagonal Kickback,Al cavo Diagonal Kickback,NULL,NULL,generated,NULL,NULL,NULL
9ddd0baa-fa4b-4f5a-8dd4-3a68dc557563,Cable Fly - High to Low,Al cavo Fly - High to Low,NULL,NULL,generated,NULL,NULL,NULL
aa3d8f09-8870-4ec1-aada-7760020dfeaa,Cable Fly Low to High,Al cavo Fly Low to High,NULL,NULL,generated,NULL,NULL,NULL
20500648-961e-4344-bb9b-c775ffc1fe71,Cable Front Kick,Al cavo Front Kick,NULL,NULL,generated,NULL,NULL,NULL
697ec8a9-34fe-419e-a1b8-825456a3b335,Cable Front Raise,Al cavo Front Alzata,NULL,NULL,generated,NULL,NULL,NULL
d3f23ea3-a3d3-46cd-940b-707efea0df5c,Cable Glute Kickback,Al cavo Glute Kickback,NULL,NULL,generated,NULL,NULL,NULL
8503592c-a179-456b-9417-5fb5e84fad1a,Cable Hip Abduction,Al cavo Hip Abduction,NULL,NULL,generated,NULL,NULL,NULL
86a5f361-6b81-4ab7-a769-c32ca56d5ae4,Cable Hip Abduction,Al cavo Hip Abduction,NULL,NULL,generated,NULL,NULL,NULL
db7c0708-ea39-47cb-89c8-73e749abcfa6,Cable Hip Extension,Al cavo Hip Extension,NULL,NULL,generated,NULL,NULL,NULL
cd2bfdbe-71d7-4d3e-8b03-fc4a5ed73bf4,Cable Kickback,Al cavo Kickback,NULL,NULL,generated,NULL,NULL,NULL
a6a9ea7b-c868-4924-842a-9c3232698c3b,Cable Lateral Raise,Al cavo Lateral Alzata,NULL,NULL,generated,NULL,NULL,NULL
ca7a2f9d-3af1-40cd-a33f-431f437a2902,Cable Preacher Curl,Al cavo Preacher Curl,NULL,NULL,generated,NULL,NULL,NULL
95fb26cd-a80a-4d69-92a0-af6bf54128bc,Cable Pull-Through,Al cavo Pull-Through,NULL,NULL,generated,NULL,NULL,NULL
d237c00f-e6f3-44f0-953b-5db4c970f873,Cable Rear Delt Fly,Al cavo Rear Delt Fly,NULL,NULL,generated,NULL,NULL,NULL
7665b7ae-4cea-4591-bafe-e73cdaa5beac,Cable Rope Face Pull,Al cavo Rope Face Pull,NULL,NULL,generated,NULL,NULL,NULL
b4824ea0-4d0a-418e-b22d-462b11dc9992,Cable Rope Pullover,Al cavo Rope Pullover,NULL,NULL,generated,NULL,NULL,NULL
b35c3787-5974-4cca-b3d5-c28f7efa1472,Cable Rope Tricep Pushdown,Al cavo Rope Tricep Pushdown,NULL,NULL,generated,NULL,NULL,NULL
646f354b-3790-4796-bfd9-cd9df04bcc16,Cable Step-Ups,Al cavo Step-Ups,NULL,NULL,generated,NULL,NULL,NULL
21dda23e-d221-4800-924e-498f4398f203,Cable Straight Leg Kickback,Al cavo Straight Leg Kickback,NULL,NULL,generated,NULL,NULL,NULL
207924a2-ae75-4371-be43-49c3cc62b4e1,Cable Tricep Pushdown,Al cavo Tricep Pushdown,NULL,NULL,generated,NULL,NULL,NULL
ab522399-6b5e-4a37-aa7a-47d2ec862631,Cable Tricep Pushdown,Al cavo Tricep Pushdown,NULL,NULL,generated,NULL,NULL,NULL
56c25b1f-91f4-4fd1-99b9-89e4da81ecdc,Cable Upright Row,Al cavo Upright Rematore,NULL,NULL,generated,NULL,NULL,NULL
23d6cf5e-2f9a-4f78-a962-d22e6fe36aa9,Cable Woodchop (High to Low),Al cavo Woodchop (High to Low),NULL,NULL,generated,NULL,NULL,NULL
25ec2936-1aa7-4fb9-86a3-e3b73ab94e7c,Cable Woodchop low to high,Al cavo Woodchop low to high,NULL,NULL,generated,NULL,NULL,NULL
8577f8c3-283b-472b-b5cf-d0eaa8e84762,Calf gas peddlers,Calf gas peddlers,NULL,NULL,review_required,NULL,NULL,NULL
6a20f987-50aa-4023-9d0a-723759a24d55,Calf Raise Intervals,Calf Alzata Intervals,NULL,NULL,generated,NULL,NULL,NULL
43946d04-02aa-4dc8-9a67-3cb759440c22,Calf Raises,Calf Raises,NULL,NULL,review_required,NULL,NULL,NULL
90924318-0ca7-46ec-9e87-36b80e02196f,Calf stretch (left),Calf stretch (left),NULL,NULL,review_required,NULL,NULL,NULL
5ce9ef64-7527-4321-997b-1d1bc071f91a,Calf stretch (right),Calf stretch (right),NULL,NULL,review_required,NULL,NULL,NULL
cb06c2a3-ef02-4e60-b9ab-7d692fa97bc4,Camel pose,Camel pose,NULL,NULL,review_required,NULL,NULL,NULL
675fab33-9f21-4386-8a43-a319d0684841,Cat cow pose,Cat cow pose,NULL,NULL,review_required,NULL,NULL,NULL
8e75c181-9db4-4e20-8fa7-be744f820f95,Cat pose,Cat pose,NULL,NULL,review_required,NULL,NULL,NULL
d749fe82-c106-48d7-9508-7ab1cb88ec1b,Chair Leg Extension,Chair Leg Extension,NULL,NULL,review_required,NULL,NULL,NULL
46f8865d-24c2-4c81-a886-aa458c5653c5,Chair pose,Chair pose,NULL,NULL,review_required,NULL,NULL,NULL
f8255cfd-7c0e-4451-89a5-947009e4fd13,Chair running chair step knee touch,Chair running chair step knee touch,NULL,NULL,review_required,NULL,NULL,NULL
89b62000-867f-4f98-b24c-ad9b5708d015,Chair sit ups,Chair sit ups,NULL,NULL,review_required,NULL,NULL,NULL
af0e7c20-cd4a-4c26-ac10-1ef6bdaaf35e,chair Twists,chair Twists,NULL,NULL,review_required,NULL,NULL,NULL
55bd4c71-78c6-49bd-aaaa-8c03b7528342,Chameleon push up,Chameleon push up,NULL,NULL,review_required,NULL,NULL,NULL
a97c208e-1c40-4410-b51a-a86e5cc37a04,Chameleon push up to mountain climbers,Chameleon push up to mountain climbers,NULL,NULL,review_required,NULL,NULL,NULL
9225c7c5-66a0-42c5-8de4-866389741736,Chest and shoulder,Chest and shoulder,NULL,NULL,review_required,NULL,NULL,NULL
ee4ec1d3-6f4c-42bf-b338-ac175213a4e7,Chest Press Machine flat,Chest Press alla macchina flat,NULL,NULL,generated,NULL,NULL,NULL
926f4125-2676-45a8-96ee-2b6ace422494,Chest Supported Row Machine,Chest Supported Rematore alla macchina,NULL,NULL,generated,NULL,NULL,NULL
e6bd8a96-cc6e-4805-bb2d-6755c9350dd9,Child_s pose -Lower back,Child_s pose -Lower back,NULL,NULL,review_required,NULL,NULL,NULL
a61479a9-fc68-4b4b-9e4d-2f65cd41defa,Child's pose,Child's pose,NULL,NULL,review_required,NULL,NULL,NULL
ea7d466a-ecd9-4fcb-9a52-53716b513417,Chin-Up (Underhand),Chin-Up (Underhand),NULL,NULL,review_required,NULL,NULL,NULL
d48bc33d-8daa-456a-9f07-32b42a3798e5,Clams side lying with knee lifts,Clams side lying with knee lifts,NULL,NULL,review_required,NULL,NULL,NULL
705b3080-cf01-42f4-be0f-ea9e3f83599f,Close Grip Bench Barbell,Close Grip Bench con bilanciere,NULL,NULL,generated,NULL,NULL,NULL
4668a912-ef55-4b3e-8d9c-53359d6aba29,Close Grip Dumbbell Press,Close Grip con manubri Press,NULL,NULL,generated,NULL,NULL,NULL
