ymove_exercise_id,nome,filename_immagine_locale,confidence
1b670f12-2b3b-4046-8fb8-379450db6f52,Dumbell Bench Press,petto-panca-piana-manubri.png,exact
3b3e0a86-56b7-4d15-92ff-11dfaf108147,Elevated push up,petto-push-up.png,close
67b6f81b-3bca-4b91-8cd8-4c4dd6194d6e,Explosive push ups,petto-push-up.png,close
d9df1e94-1051-407d-9c34-87720d1557a9,Explosive side to side push up,,no_match
3b45e42a-963f-4b79-ae1d-b1b5e8eb9add,Flat Cable Fly,petto-croci-cavi.png,exact
d536723e-7e3f-460d-a6c5-e9993bfbec4c,Floor Press,petto-panca-piana.png,close
fb48eccb-7f51-4de3-97f0-dc5ef75a6cee,Full range push ups,petto-push-up.png,close
ee79ed25-3455-4730-acd9-5173de6085c9,Ab Bridge Complex,,no_match
a64ffb04-76a7-431a-a9a5-6addeab61813,Barbell Ab Rollout,,no_match
31a0d4f4-2ad8-4f51-b47f-e7dc05e787f3,Barbell Ab Rollout - On Knees,,no_match
709f2fe5-f590-401b-aa94-d5f6dc67165b,Barbell Sit-Up,core-crunch.png,close
5d6d9ca4-1ace-4dc9-b408-6ced49b753e7,Bear hold,,no_match
b21be739-d8af-416f-83e4-fc65509a9a28,Bear plank ankle taps into jumps,,no_match
c2a135e7-1383-47c1-9757-4868ae9a8c55,Bear plank Shoulder taps,,no_match
f2fef2bc-353c-4f3b-b7c3-ee5d63e2a87b,Bear plank shoulder taps - 30,,no_match
63603235-6df6-4c55-b0fe-c417fee626b8,Bear plank side tap sidewalks,,no_match
638616d3-100b-4b14-8516-ff9e4b3e80f2,Bear plank steps and hops,,no_match
c794e5f9-f603-4f1a-a108-1989ff2b8215,Bear plank toe taps,,no_match
87a9f879-77ef-4dbe-8e8e-b15fea5052a7,Bicycle punches,,no_match
a36c63b9-c3d4-432d-a135-1ca81a162d35,Boat hold,core-hollow-hold.png,close
e396f5be-9c22-44ff-b825-d754d807f5fd,Boat pose,core-hollow-hold.png,close
a4715d5c-446e-4937-a25a-254652773990,Burpee (No jump) into high plank with shoulder tabs,,no_match
ed1451e4-ceef-4aa9-a883-24b733b83edd,Butterfly crunches,core-crunch.png,close
23d6cf5e-2f9a-4f78-a962-d22e6fe36aa9,Cable Woodchop (High to Low),,no_match
89b62000-867f-4f98-b24c-ad9b5708d015,Chair sit ups,core-crunch.png,close
068d316f-52b0-4438-a7c9-ee21ceca2c2f,Crunches,core-crunch.png,exact
7c9e7503-35f4-4dd3-a515-3b7ad96e21da,Dead Bug with Dumbbells,core-dead-bug.png,close
f66596ba-3a70-406c-8ffa-ed6641a10e19,Dumbbell Side Bend (L),,no_match
8dcb1591-348a-4809-9abf-0a1679a7a52a,Dumbbell Side Bend (R),,no_match
4f756a6f-51a5-4afe-8cf8-975f3748c4f9,Elbow Plank to Side Plank,core-side-plank.png,close
f2224eab-4368-4bab-80a3-e0bddbed5a23,Elbow to knee plank,core-plank.png,close
b867d101-cc16-42ff-a057-fe0de4a2d8c6,Flutter kicks,core-leg-raise.png,close
fa3347f7-0e8f-446b-a7f0-fbb0f6b22206,Gate pose (left),,no_match
ad7e4bc7-a8d8-4aa7-978f-e130aeb49e8b,Gate pose (right),,no_match
9acaf8fd-1e81-4106-8d86-921b013f36c0,Arch Skydiver,lombari-superman-controllato.png,close
4061bcd4-25a4-48ce-abbe-765986eb91e5,Back Extension on Ball,lombari-hyperextension.png,close
eb37d0a0-1a45-482c-9c6a-1aef9744661c,Barbell Wrist Curl,,no_match
87820d5e-9377-493c-a924-cc1d4750859b,First Toe Curl with Towel,,no_match
9a8e40b3-446f-4362-9df4-461931927889,Dumbbell wrist curls,,no_match
6891aa71-6e1f-4ea4-b9ac-f38ea207216a,Dumbbell wrist curls,,no_match
9ad86735-3149-48fa-add4-705598dc149e,Farmers walk,,no_match
a04b709a-b24b-497b-af41-66544e152b4b,Front Raise,spalle-alzate-frontali.png,exact
50aafd34-960f-4967-ae4b-03430a734f10,front raises,spalle-alzate-frontali.png,exact
e739df3d-e51d-4c84-aac5-bd09a2c11618,Barbell Clean,,no_match
e8dd3973-ac46-457f-93e8-a6c18a6da75c,Dumbbell Hang Clean to Press,,no_match
71bf8e65-38ff-4145-b42c-341c8d574b59,8 Count Body Builder,,no_match
7d31d648-432b-4edd-97bc-afc2a3e9e59a,Barbell Deadlift,gambe-stacco-rumeno.png,close
47ab9d26-7959-46bb-9744-1e48695f5e70,Bear crawl into explosive jumps,,no_match
214c3916-f02f-456f-9750-70fd0679295a,Bear crawls,,no_match
59887212-af71-41e1-9b3f-afe352ba1979,Bear toe taps,,no_match
4402c7a1-0845-4da2-882d-4e06fc275b8b,Bench Jump,,no_match
53f37f4b-c486-4ebb-846b-953078455bfe,Bent leg v-sit into punches,,no_match
ca5187cf-f9c2-4ad3-b932-4dccc2e47f7e,Broad jumps,,no_match
24030adc-de07-4547-a916-24acee3d5a3e,Burpee,cardio-burpees.png,exact
b160ea44-725a-415f-919a-4edad64d3ce3,Burpee (No jump),cardio-burpees.png,close
1effe46b-4944-4308-b0d3-dd87a0c71bc2,Butt kickers,,no_match
22bf3fc2-d7a0-41d0-9a1a-5e0d149d2b7a,Butterfly Jumps,cardio-jumping-jack.png,close
b2073383-2f4c-419e-95f3-0e1cd4f02c34,Cable Deadlift,gambe-stacco-rumeno.png,close
9225c7c5-66a0-42c5-8de4-866389741736,Chest and shoulder,,no_match
e6bd8a96-cc6e-4805-bb2d-6755c9350dd9,Child_s pose -Lower back,,no_match
055d7dcd-575a-4515-9e7e-129c93cbb8c2,Clean and Jerk,,no_match
658fa4e6-8b1d-48f4-b97d-7c576783ad73,Corpse pose,,no_match
fd93f455-3544-4c89-afa2-bcdf980aa53d,Crab hold to to taps,,no_match
1abe4475-eab9-4532-a583-68cc06681462,Crab hold toe tap,,no_match
0e43c62b-bcf6-4115-8fa4-3049a4d8f24a,Criss-cross jumping jacks,cardio-jumping-jack.png,close
8f2f2d63-4e39-408b-b450-f88c27d8ae1a,Deadlift with Kettlebell,gambe-stacco-rumeno.png,close
9d5a2722-801b-4741-8d9b-11e9a3a4ae2d,Devil press,,no_match
b219f35b-9bca-4eb5-a010-e0ded6208942,Dive bombers,,no_match
e3c47861-bcfa-41cf-a191-3524d8679a1c,Downward dog,,no_match
4426c121-33b6-42c1-aa78-8d295d8fd687,Dumbbell Discus,,no_match
a46c036e-f0f6-4c03-8216-cc80da58ee3d,Dumbbell Discus (L),,no_match
f49f3159-4eed-4d0d-a640-497886c309b0,Dumbbell double snatch,,no_match
3433c651-a0f5-40cb-bdd8-3029f3ba15c5,Dumbbell External Rotation,,no_match
beee4955-3dbc-4aa1-be35-d01666713f72,Dumbbell get ups (R),,no_match
0d0368ee-f03d-4ef9-95db-06a56434ea55,Dumbbell Scissors,,no_match
0ff5e9fe-9d15-426a-8c06-fd62a198dc47,Dumbbell shadow box,,no_match
22be389b-6b65-4cac-af19-8cec6f4a363f,Dumbbell Snatch,,no_match
01924d84-4c88-4476-b0dc-8fd92616b362,Dumbbell upper cuts,,no_match
4c22f102-513b-4fe4-a271-389c006fbb9f,Explosive knee drive,,no_match
74658f21-21bb-40f6-bf66-54aa7b499622,Explosive push,,no_match
f3d25890-dcd5-42b3-8246-a5f596029cc0,Figure Four Stretch (L),,no_match
005ba868-d8b1-499f-9a88-b2cf722e6bdf,Figure Four Stretch (R),,no_match
0df165d9-3c63-4506-a2f1-6f64544fda5d,Forward to Reverse Bear Crawl,,no_match
fefcff8a-f513-48bd-9e6d-0c38de0e4a6b,Frog Stretch,,no_match
df37b949-000b-4b09-90a3-482d868ee55a,Froggers,,no_match
dc848ac2-ca46-4c70-a8cc-dd2a76e546cf,Front Two-Dumbbell Raise,spalle-alzate-frontali.png,close
1dda1f16-d715-4a4f-a12b-d75b7dca81e7,Banded Lateral Walks,,no_match
d48bc33d-8daa-456a-9f07-32b42a3798e5,Clams side lying with knee lifts,,no_match
f79d8c98-d6ca-4d46-9704-6d89cf436808,Fire Hydrant Circles,glutei-abduzioni.png,close
4c55ca15-3665-4db7-b11d-7d4273263f66,1 Leg Broad Jump,,no_match
b43b051d-cd66-41c7-8772-f81797ce872c,Barbell Glute Bridge,glutei-glute-bridge.png,exact
5990deac-a91d-4531-8c2f-a708fc95fd1f,Barbell Hip Thrust,gambe-hip-thrust.png,exact
c4f2aff0-d474-473a-ad7d-559033aac8b3,Bridge march,glutei-glute-bridge.png,close
31f0a2a6-2d44-4c33-bf3a-2d0687b748a4,Bridge pose,glutei-glute-bridge.png,close
c424ec91-5260-4a23-800d-1a5e140f8320,Butt bridges,glutei-glute-bridge.png,close
f96ea3ee-fb2f-4a0f-bc3b-7e63959450c5,Butterfly Stretch,,no_match
f6fa126f-2811-454f-a542-39780209c9ec,Cable Diagonal Kickback,glutei-kickback-cavo.png,close
d3f23ea3-a3d3-46cd-940b-707efea0df5c,Cable Glute Kickback,glutei-kickback-cavo.png,exact
8503592c-a179-456b-9417-5fb5e84fad1a,Cable Hip Abduction,glutei-abduzioni.png,exact
86a5f361-6b81-4ab7-a769-c32ca56d5ae4,Cable Hip Abduction,glutei-abduzioni.png,exact
db7c0708-ea39-47cb-89c8-73e749abcfa6,Cable Hip Extension,glutei-kickback-cavo.png,close
cd2bfdbe-71d7-4d3e-8b03-fc4a5ed73bf4,Cable Kickback,glutei-kickback-cavo.png,exact
21dda23e-d221-4800-924e-498f4398f203,Cable Straight Leg Kickback,glutei-kickback-cavo.png,close
bb30b96e-da77-44d7-aabe-d02a7bdcaa23,Cobbler's pose,,no_match
d7078f6a-a0eb-47e6-9396-98b250afff34,Crab Walk,,no_match
fbffd9c1-bffd-4fb0-ae4c-258834c5fcd2,Donkey Kick with Dumbbell,glutei-kickback-cavo.png,close
f049bccf-868e-4d76-9cc1-18a0e37e1b66,Dumbbell Hip Thrust,gambe-hip-thrust.png,close
f46b69fa-049b-4cab-aad0-1ff3f2a1503e,Dumbbell Sumo Deadlift,glutei-squat-sumo.png,close
ccd60696-7e2f-4611-b3b9-e5f11ddf4e78,Dumbbell Sumo Squat,glutei-squat-sumo.png,exact
53339dca-7ed1-4edf-b88c-1f4b618b4d57,Figure 4 Squats,,no_match
05b2ec0e-92d4-4a93-bfed-c371747c072d,Fire Hydrant,glutei-abduzioni.png,close
623b2443-bc73-4c61-986c-412545c33aed,Fire log pose (left),,no_match
e0a7528b-5d24-4ddf-9d4c-d61958dc504c,Fire log pose (right),,no_match
db1a9d2c-5386-41aa-a84f-dad06ac7ea7c,Frog pose,,no_match
928d2978-b0a4-4619-858d-106a5c99e507,Garland pose,,no_match
74c36be0-d1e4-4703-8c54-612c2da1dcc1,Barbell Good Morning,femorali-good-morning.png,exact
be7a8c2a-db1b-405f-a61f-96f26c628c6c,Barbell Romanian Deadlift,gambe-stacco-rumeno.png,exact
6362bdab-a7d7-49e8-85ab-fe1eb610cb4e,Cross body pulls to hamstring kicks,,no_match
4eaaeaca-6966-4b55-94a0-4a34520bb5b9,Downward facing dog split (left),,no_match
dee6b124-faf4-4d03-a659-e49456892af1,Downward facing dog split (right),,no_match
54d04b7e-3a7d-4d04-a0b2-adaab8f8f466,Dumbbell Romanian Deadlift,gambe-stacco-rumeno-manubri.png,exact
e1b10987-45be-4416-8d9c-4dea00db3ca0,Dumbbell Stiff Leg Deadlift,gambe-stacco-rumeno-manubri.png,close
3620635f-3fcb-4552-8959-dc6ec09d9ea2,A steps,,no_match
f8255cfd-7c0e-4451-89a5-947009e4fd13,Chair running chair step knee touch,,no_match
44a83578-5681-4a1a-99c3-f8742857bf66,Dumbbell Lateral Raise,spalle-alzate-laterali.png,exact
c90444fe-fd21-40d1-923f-5adba83e35bc,Dumbbell Pullover,dorso-pullover-cavo.png,close
95fb26cd-a80a-4d69-92a0-af6bf54128bc,Cable Pull-Through,gambe-stacco-rumeno.png,close
ca09df2f-e2d6-4acf-864e-e43c7b202c00,Dumbbell box squat,gambe-squat.png,close
a1ba1671-4626-4e4f-a37f-98182e36e57c,Dumbbell Lunge,gambe-affondi.png,exact
54511b29-e4df-4539-ab7a-3a9e98393d90,Dumbbell Reverse Lunge,gambe-affondi.png,close
67b7b672-3989-49cf-8741-6b6de5c43dfd,Dumbbell Static Lunges,gambe-affondi.png,close
75f26166-ba61-48cf-ba27-0709fbdbb34b,Dumbell Straight Leg Raise,core-leg-raise.png,exact
854b33d7-6d88-4a67-a5d5-4e7e2983b140,back stretch,,no_match
704e9540-7bdd-4dbd-bdd3-7341b3563693,Floor Mantis,,no_match
d552a696-bf87-4bf7-9597-fa425d617874,Barbell Bench Press decline,petto-panca-piana.png,close
95640151-0b58-4872-94de-a14680227a66,Dips parallel bars,petto-dips-petto.png,exact
7a94a32f-40d9-42eb-b03d-afe76c71ea36,Alternating Side Reaches,,no_match
25ec2936-1aa7-4fb9-86a3-e3b73ab94e7c,Cable Woodchop low to high,,no_match
af0e7c20-cd4a-4c26-ac10-1ef6bdaaf35e,chair Twists,,no_match
1575dc75-93ab-4c7f-b924-4ed4eda2adc8,Dumbbell Russian Twist,core-russian-twist.png,close
ff6872ae-e894-4e72-b5f8-59a55b576a6f,Dumbbell Goblet Squat,gambe-squat.png,close
ecf8bc6c-e7c9-4dcb-949a-e04f6e0c93bb,1 Leg Lateral Broad Jump,,no_match
c2fbe7d4-e9a5-41f8-b8eb-d903948d268b,1 Leg Left Right Hop over Cone,,no_match
4a816d4c-e7b1-4e18-823f-64d0c4eee38b,4 Square Drill,,no_match
80b6b175-77a8-48ac-9a09-495d114d88ef,Backward lunges,gambe-affondi.png,close
fa45710a-ee56-4648-811c-5eeaaeaff098,Band Leg press,gambe-leg-press.png,close
9a68f965-4e58-4b5b-87d5-c44929dd1f39,Banded squat,gambe-squat.png,close
65e95132-e6bb-41e8-af7d-0eda931a1693,Barbell Back Squat,gambe-squat.png,exact
0e5f29cd-ff79-428a-bb1c-1753a9047f32,Barbell Full Squat,gambe-squat.png,exact
714b176e-2963-43f0-ae0f-c71643cbe426,Barbell Lunge,gambe-affondi.png,close
dd57e914-d0ef-4d6f-8724-d72f220b7422,Barbell Lunges,gambe-affondi.png,close
0d43fa50-1c75-417d-87cd-353373322cf9,Barbell Overhead Squat,gambe-squat.png,close
53303ff9-7fd7-4f57-ad5a-343eb2387bd5,Barbell Reverse Lunge,gambe-affondi.png,close
1ffaf9e8-fe94-44e8-a20b-012ea58eba46,Barbell Sumo Squat,glutei-squat-sumo.png,close
c8f3362d-fb00-481e-b428-e0b17f4ae681,Barbell Sumo Squat,glutei-squat-sumo.png,close
6e9512fe-74b9-4c8a-bae2-a54361937b0e,Barbell Thruster - Straight Bar Thruster,,no_match
ae8be22d-584f-4c34-add8-d25383ba90de,Barbell walking lunges,gambe-affondi.png,close
42ee935a-8052-4d1b-bde6-d64bb2389e57,Bodyweight Squat,gambe-air-squat.png,exact
f28e1faf-4677-453e-9007-8329d7a67e2d,Bodyweight Squat (air squat),gambe-air-squat.png,exact
ffded4df-0bf5-4522-8c94-cf15492a8271,Box Jump,,no_match
768c2a0e-5824-42f9-8175-b296f0433c02,Box jumps,,no_match
904cda06-db9f-4bc6-8894-f30dc1c349a6,Box Squat,gambe-squat.png,close
0e19fa47-7a77-4fdf-86a0-66258725fa3d,Box Toe Tap,,no_match
cd6edab4-3f1e-477f-8a88-54f9c683c9de,Bulgarian split squat,gambe-bulgarian-split-squat.png,exact
74a22260-8090-40b6-a13a-4d366c0d5fd6,Bulgarian split squat - with Barbell,gambe-bulgarian-split-squat.png,close
d81d953b-b29d-438a-aeee-610523bca09d,Bulgarian split squat with Dumbbell,gambe-bulgarian-split-squat.png,exact
20500648-961e-4344-bb9b-c775ffc1fe71,Cable Front Kick,,no_match
646f354b-3790-4796-bfd9-cd9df04bcc16,Cable Step-Ups,gambe-step-up.png,close
d749fe82-c106-48d7-9508-7ab1cb88ec1b,Chair Leg Extension,gambe-leg-extension.png,close
46f8865d-24c2-4c81-a886-aa458c5653c5,Chair pose,,no_match
85a71ed6-caf0-4b0c-aa70-0419d8f81157,Crab walk to squat,,no_match
10be21b8-de6f-4c33-9101-eadca351e663,Crab walks into squats,,no_match
8dcf57f2-24d8-4f4d-802c-2eacbe9d578f,Crescent lunge (left),,no_match
