exercise_id,ymove_exercise_id,nome,gruppo_muscolare,attrezzatura,filename_previsto
81de3e09-086b-48d6-a9d2-b793c651dfde,b96131da-b1ba-4495-b8fb-c6107517ee2f,Dual Cable Lat Pulldown,back,cable,ymove-b96131da-b1ba-4495-b8fb-c6107517ee2f.png
7858f90c-347c-463d-b000-9acda35c1c8d,204c969e-37a0-44b2-a4db-d82f27eadb46,Dumbbell Gorilla Row,back,dumbbell,ymove-204c969e-37a0-44b2-a4db-d82f27eadb46.png
1b3dcd4f-95ba-48ed-9e3a-e4390ec41033,ac7982bb-1a81-4870-ae78-ce37bb485601,Dumbbell One-Arm Upright Row (L),back,dumbbell,ymove-ac7982bb-1a81-4870-ae78-ce37bb485601.png
949b0f4c-bed7-4b59-b4fd-885e322c92a1,bda6ae04-2619-43a7-8261-490d85444eb2,Dumbbell One-Arm Upright Row (R),back,dumbbell,ymove-bda6ae04-2619-43a7-8261-490d85444eb2.png
ead8bd94-61ca-4b67-b613-c6f41b23e6d7,b5869e95-3109-43ad-b7b5-34e6dad882f0,Dumbbell plank row,back,dumbbell,ymove-b5869e95-3109-43ad-b7b5-34e6dad882f0.png
18333ed7-1d7e-4238-95fd-a8caab99e799,dbaed692-a239-426b-ad64-3e0da09c7d92,Dumbbell Renegade Row,back,dumbbell,ymove-dbaed692-a239-426b-ad64-3e0da09c7d92.png
e16e5c38-afbf-41fb-a8fd-264ece0e1e45,e91bd54f-f605-491d-90e6-16515787389c,Dumbbell Row two arm bent over,back,dumbbell,ymove-e91bd54f-f605-491d-90e6-16515787389c.png
21c2471d-6cda-4e23-ac68-fb5b4ad19420,b150868d-c9c5-4f0f-a407-93d7e34b6ddc,Dumbbell Shrug,back,dumbbell,ymove-b150868d-c9c5-4f0f-a407-93d7e34b6ddc.png
930f096b-62d4-42d6-b069-a97c60f4d9c8,fef72790-359f-4f3f-9fcd-a80fb2c63b5f,Dumbbell Single leg deadlift,back,dumbbell,ymove-fef72790-359f-4f3f-9fcd-a80fb2c63b5f.png
1594d8a1-4289-4948-bf27-9d29de6dee53,5058baec-15c8-4278-afa5-9621bb4e15b5,Alternating Dumbbell Curl,biceps,dumbbell,ymove-5058baec-15c8-4278-afa5-9621bb4e15b5.png
8d13dbdb-2c12-447b-99c0-948a3c029c7a,71cd3500-6a12-4ad9-b9c4-5b4c20f33deb,Barbell Curl 21s,biceps,barbell,ymove-71cd3500-6a12-4ad9-b9c4-5b4c20f33deb.png
e059a5e9-44a8-4286-98c2-871d1d371f1e,1158c681-55e9-4db0-bb73-3dab32d99aa5,Barbell Curls,biceps,barbell,ymove-1158c681-55e9-4db0-bb73-3dab32d99aa5.png
99feb474-714e-4316-9208-d1a86edee061,fc721ada-0004-40d7-9e1e-634dc9b34877,Behind the Head Curl with Cable,biceps,cable,ymove-fc721ada-0004-40d7-9e1e-634dc9b34877.png
bdb2f9a6-930d-42ff-a386-8b8312084e6e,5e751b08-c767-4a40-8ef7-62d271995c86,Cable Bicep Curl bar,biceps,cable,ymove-5e751b08-c767-4a40-8ef7-62d271995c86.png
ba6e6558-30a9-4357-b639-8962cd36ac84,f03c074c-398c-4c33-abd9-980ec883fdbd,Cable Bicep Curl rope,biceps,cable,ymove-f03c074c-398c-4c33-abd9-980ec883fdbd.png
c1a8bbd8-f937-4221-b906-e7aebd9c7500,ca7a2f9d-3af1-40cd-a33f-431f437a2902,Cable Preacher Curl,biceps,cable,ymove-ca7a2f9d-3af1-40cd-a33f-431f437a2902.png
b43b9122-2bd5-479c-85f5-64a23da144f0,22880d49-67f2-4f14-9510-046c32da166b,Concentration Curl,biceps,dumbbell,ymove-22880d49-67f2-4f14-9510-046c32da166b.png
dfd5e73c-2169-4204-8603-de7ca9991393,372da9df-3ee6-450c-ae97-743968d27d71,Concentration Hammer Curl,biceps,dumbbell,ymove-372da9df-3ee6-450c-ae97-743968d27d71.png
ae8d46db-158c-4265-8f25-65b570a617d0,b8fb88dc-d819-4e65-86c8-7ea13703afdb,Cross Body Hammer Curl,biceps,dumbbell,ymove-b8fb88dc-d819-4e65-86c8-7ea13703afdb.png
07fa7883-5028-428d-b6bf-1ade4bf0c2f5,57c79553-d2e3-41e9-97d5-3fe8c0d59fe9,Dumbbell Bicep Curl seated incline,biceps,dumbbell,ymove-57c79553-d2e3-41e9-97d5-3fe8c0d59fe9.png
547ecde0-b38b-4f87-ac09-1772c40fca52,f34b7615-bfcc-4cd4-88f7-d7c68e910fe9,Dumbbell Bicep Curl Standing,biceps,dumbbell,ymove-f34b7615-bfcc-4cd4-88f7-d7c68e910fe9.png
0235d406-1f0a-4d5d-8030-c499acf304e1,a921697a-e1ec-4941-bffd-f99e69b305b4,Dumbbell Concentration Curl,biceps,dumbbell,ymove-a921697a-e1ec-4941-bffd-f99e69b305b4.png
40495e2c-6204-49ce-8499-7a0c7bb5654e,6ffb0130-cbe5-4395-b86b-2a2c31be79b8,Dumbbell Curl,biceps,dumbbell,ymove-6ffb0130-cbe5-4395-b86b-2a2c31be79b8.png
7dadeb96-351b-4e0e-bbd6-736e69b5b1f1,3175c898-09fe-4d02-82c2-de2a3834fdd4,Dumbbell waiter curls,biceps,dumbbell,ymove-3175c898-09fe-4d02-82c2-de2a3834fdd4.png
90f72652-08c0-4a6e-9690-15156c263f4a,5a86b7dd-04a3-47fc-b92d-910f61b184c6,EZ Bar Curl,biceps,barbell,ymove-5a86b7dd-04a3-47fc-b92d-910f61b184c6.png
7162ce04-8e82-4723-bb47-eecc4b5ba07f,79084f10-c317-4c40-ae0c-45d0b760298d,Bench Dips,bodyweight,bodyweight,ymove-79084f10-c317-4c40-ae0c-45d0b760298d.png
f2c3b6ba-75f0-4485-9d2a-085f70d530d6,b771f714-b1dc-49f8-8df5-9f8ae35bbbae,Bird Dog,bodyweight,bodyweight,ymove-b771f714-b1dc-49f8-8df5-9f8ae35bbbae.png
1e0320b0-9e82-4793-977c-1d7f6ea25190,ea7d466a-ecd9-4fcb-9a52-53716b513417,Chin-Up (Underhand),bodyweight,bodyweight,ymove-ea7d466a-ecd9-4fcb-9a52-53716b513417.png
a773e59d-436a-4966-9209-60e42f6577ed,ea1016da-2d73-4ff8-ad2a-9b36150d2f85,Dead Bug,bodyweight,bodyweight,ymove-ea1016da-2d73-4ff8-ad2a-9b36150d2f85.png
2fba1631-facd-4410-8075-fa06a871b177,ffef6f38-6074-43b9-9256-2edc78dcf698,Deficit Calf Raise,bodyweight,bodyweight,ymove-ffef6f38-6074-43b9-9256-2edc78dcf698.png
2e696248-2b2b-44bb-87b5-ee1392c86046,b958f3b6-db0c-492a-8895-445af0989161,Elevated Calf Raises,bodyweight,bodyweight,ymove-b958f3b6-db0c-492a-8895-445af0989161.png
066c677d-a976-4f63-9b18-2f3b63025a58,548f86e7-ee60-46ce-a482-c2b1c16e4441,Forward Lunges (Bodyweight),bodyweight,free weights,ymove-548f86e7-ee60-46ce-a482-c2b1c16e4441.png
c409d126-8230-4b71-aba7-d1bf8b41b48b,b78e6b13-cc46-49d6-a205-f71b65e6090e,EZ Bar Reverse Curl,brachioradialis,barbell,ymove-b78e6b13-cc46-49d6-a205-f71b65e6090e.png
357a1917-13d4-477a-8799-33de2e0d1471,b853fd08-4739-4239-a825-8c31826d54ba,Barbell calf raises,calves,barbell,ymove-b853fd08-4739-4239-a825-8c31826d54ba.png
96e9c7a6-e3b0-4937-85f8-dd2833dfdd16,8577f8c3-283b-472b-b5cf-d0eaa8e84762,Calf gas peddlers,calves,bodyweight,ymove-8577f8c3-283b-472b-b5cf-d0eaa8e84762.png
c74bb6d1-10c1-4a42-a97b-fa9c9408ee30,6a20f987-50aa-4023-9d0a-723759a24d55,Calf Raise Intervals,calves,bodyweight,ymove-6a20f987-50aa-4023-9d0a-723759a24d55.png
7850c2d1-bf6c-426e-b0d4-35344b062cae,43946d04-02aa-4dc8-9a67-3cb759440c22,Calf Raises,calves,box,ymove-43946d04-02aa-4dc8-9a67-3cb759440c22.png
5a785619-7cc6-413d-a833-9db4a8aee862,90924318-0ca7-46ec-9e87-36b80e02196f,Calf stretch (left),calves,bodyweight,ymove-90924318-0ca7-46ec-9e87-36b80e02196f.png
090638db-8aa9-4ea0-be70-00ea52b84bf7,5ce9ef64-7527-4321-997b-1d1bc071f91a,Calf stretch (right),calves,bodyweight,ymove-5ce9ef64-7527-4321-997b-1d1bc071f91a.png
22d2e159-7d5f-4f3f-8f1b-f25436d8aed5,eda711dc-d4c5-49e6-b323-d8180e41a871,Dumbbel calf raises,calves,dumbbell,ymove-eda711dc-d4c5-49e6-b323-d8180e41a871.png
f96d9d8d-3c02-45b4-8844-acf431612f32,18dda540-eca8-40ad-aca4-9e5f80f574d7,Forward Backward Hop over Cone,calves,cone,ymove-18dda540-eca8-40ad-aca4-9e5f80f574d7.png
c405eb3a-96e4-4b60-8059-d87db829f411,4d4779ae-ab3c-4f3b-8c9f-566a23c80437,Back Shuffle,cardiovascular_system,bodyweight,ymove-4d4779ae-ab3c-4f3b-8c9f-566a23c80437.png
5568eb87-084b-4edd-8121-00d62137deb0,d06c3d04-aeb4-4b94-9a43-24e95201239c,Archer push up,chest,bodyweight,ymove-d06c3d04-aeb4-4b94-9a43-24e95201239c.png
2f91f12e-4770-42dc-aa63-d43d62a7d9b6,52fb4e42-549e-4af2-a83d-f0c6c76f38ae,Armpit Opener,chest,chair,ymove-52fb4e42-549e-4af2-a83d-f0c6c76f38ae.png
6a9cdc28-7432-4ed1-9938-c0185ca3652f,69b5e89d-e2d4-4e9a-8ab7-4c28cff1f3e1,Barbell Bench Press,chest,barbell,ymove-69b5e89d-e2d4-4e9a-8ab7-4c28cff1f3e1.png
5ea85917-336a-4495-9cf5-8b915089c77e,de7f1e4f-cb03-446d-b768-4a93baae1ab2,Barbell Incline Bench Press - Medium Grip,chest,barbell,ymove-de7f1e4f-cb03-446d-b768-4a93baae1ab2.png
d7db16ad-b48c-46d9-a3d2-f8dcf8ae4993,c4d91f02-e796-4992-a08d-531b1d4bb16b,Bear crawl shoulder tap to pike push up,chest,bodyweight,ymove-c4d91f02-e796-4992-a08d-531b1d4bb16b.png
4a6a3957-d92c-4349-a9c0-c8b160a62f9c,accf9858-fd32-4f43-aa4d-0bd0f53d7498,Bear crawl to pike push up,chest,bodyweight,ymove-accf9858-fd32-4f43-aa4d-0bd0f53d7498.png
d50e421a-23ed-4a43-8983-1e33c1b167f4,58d0fe05-1a66-4b80-a6d8-2dc2f0d73169,Bench Press,chest,barbell,ymove-58d0fe05-1a66-4b80-a6d8-2dc2f0d73169.png
c14d29f9-a660-4c54-84d1-c527da808449,3adef0aa-9687-4cd0-acf6-410c9fa4ba76,Cable Crossover (Mid),chest,machine,ymove-3adef0aa-9687-4cd0-acf6-410c9fa4ba76.png
f3ee0643-e0b8-4719-8589-3bdf8beaea19,9ddd0baa-fa4b-4f5a-8dd4-3a68dc557563,Cable Fly - High to Low,chest,machine,ymove-9ddd0baa-fa4b-4f5a-8dd4-3a68dc557563.png
98be3958-0b80-4c86-b051-7eaf135411f0,aa3d8f09-8870-4ec1-aada-7760020dfeaa,Cable Fly Low to High,chest,cable,ymove-aa3d8f09-8870-4ec1-aada-7760020dfeaa.png
916e56b4-d8ee-4f7f-95d5-3fa3d7add9d0,55bd4c71-78c6-49bd-aaaa-8c03b7528342,Chameleon push up,chest,bodyweight,ymove-55bd4c71-78c6-49bd-aaaa-8c03b7528342.png
c6af3547-f036-4998-ab86-f68c76d6bb8c,a97c208e-1c40-4410-b51a-a86e5cc37a04,Chameleon push up to mountain climbers,chest,bodyweight,ymove-a97c208e-1c40-4410-b51a-a86e5cc37a04.png
4db4c733-72eb-4684-a350-d6d57ccd02b7,ee4ec1d3-6f4c-42bf-b338-ac175213a4e7,Chest Press Machine flat,chest,machine,ymove-ee4ec1d3-6f4c-42bf-b338-ac175213a4e7.png
f688cecb-c106-44d9-a3eb-d25c374b85ea,4668a912-ef55-4b3e-8d9c-53359d6aba29,Close Grip Dumbbell Press,chest,dumbbell,ymove-4668a912-ef55-4b3e-8d9c-53359d6aba29.png
d25aad24-4e4f-4f02-b6c9-6edd7c398210,d18679b0-3ce0-409b-9955-584976544f45,Close Grip Incline Dumbbell Press,chest,dumbbell,ymove-d18679b0-3ce0-409b-9955-584976544f45.png
849df0a2-584d-4b17-9f9f-b652079abb9e,10d2c91e-60e8-416d-8c91-def45954009c,Close Grip Plate Press,chest,barbell,ymove-10d2c91e-60e8-416d-8c91-def45954009c.png
20845701-e6df-4912-a430-2437b3fd84a4,f67b5c4a-a959-4b13-933e-633d4faeab95,Deadstop push up,chest,bodyweight,ymove-f67b5c4a-a959-4b13-933e-633d4faeab95.png
13e28602-cebe-45bd-a3e3-581af1a24548,e8a79472-7809-42d4-89cc-c3c351d86982,Deadstop push up into superman crunches,chest,bodyweight,ymove-e8a79472-7809-42d4-89cc-c3c351d86982.png
950f7a0e-c712-433e-90e0-0639e0cfc22d,76741ca2-8960-4323-a495-c595291e3c56,Deadstop push ups,chest,bodyweight,ymove-76741ca2-8960-4323-a495-c595291e3c56.png
157f14a3-d637-4f4d-89de-5d6a0707b4f2,b9e7733d-fbba-413a-98d9-71803ae1edb4,Deadstop pushup to superman crunch,chest,bodyweight,ymove-b9e7733d-fbba-413a-98d9-71803ae1edb4.png
544fe2ae-6ac9-4e1c-8c21-60789bb90a85,8796655f-6390-4ae1-a143-1fe6cde817cb,Decline Chest Press Machine,chest,machine,ymove-8796655f-6390-4ae1-a143-1fe6cde817cb.png
2dbff01f-d048-4633-a72f-21517b3bef3f,4c5c90fd-01a3-45f6-a952-712743be9c81,Decline Close Grip Dumbbell Press,chest,dumbbell,ymove-4c5c90fd-01a3-45f6-a952-712743be9c81.png
512fd422-0fcc-4b79-b68b-0642c9b6620e,e2db8bfd-34b1-451a-853d-b2e483b5844d,Decline Dumbbell Press,chest,dumbbell,ymove-e2db8bfd-34b1-451a-853d-b2e483b5844d.png
fb7e6ff2-1bb0-4f33-9d5f-779576438912,426861d9-64ac-40f6-bf3e-f7ebc05ba6af,Decline Push Up,chest,box,ymove-426861d9-64ac-40f6-bf3e-f7ebc05ba6af.png
a83bbf7b-5f61-4332-ad34-ceba9ce23370,8bbcc469-9283-4776-a12c-882060dd396c,Declined Push up - 56,chest,bodyweight,ymove-8bbcc469-9283-4776-a12c-882060dd396c.png
8b78e10d-e9d2-426d-ad76-b8135fa4c142,2930d41f-177c-4f36-bd91-4867afb85a3b,Dips,chest,bodyweight,ymove-2930d41f-177c-4f36-bd91-4867afb85a3b.png
42a3ce79-0d8b-426a-9038-a090f62b495a,60ec7728-577b-4dea-a5e9-4b8ac16b6038,Dips - Triceps Version,chest,bodyweight,ymove-60ec7728-577b-4dea-a5e9-4b8ac16b6038.png
7265079c-022d-403f-ae8a-9db6b77f5cbf,3add251e-6e58-4f80-902c-ab32e0b61966,Dips on bench 2,chest,bodyweight,ymove-3add251e-6e58-4f80-902c-ab32e0b61966.png
75f83438-b6c0-4341-b767-65a7f9a20187,cfa3229b-10a2-42cd-bdf0-4fa80ce51fd3,Drop dead push up into knee in,chest,bodyweight,ymove-cfa3229b-10a2-42cd-bdf0-4fa80ce51fd3.png
4094e13c-536e-46a7-8146-3dbb0b036193,a0395420-b67f-4ddd-965d-30d4a489f489,Dumbbell Bench Press,chest,dumbbell,ymove-a0395420-b67f-4ddd-965d-30d4a489f489.png
106f312e-b8a1-43bc-9bae-798e0a728a83,097903be-beaa-4283-9493-19eb90b59762,Dumbbell deltoid fly,chest,dumbbell,ymove-097903be-beaa-4283-9493-19eb90b59762.png
441bf445-7bd3-49e1-ae88-121da314f64a,9696321a-6d49-4d1b-a42d-08fb34bb8323,Dumbbell floor chest press,chest,dumbbell,ymove-9696321a-6d49-4d1b-a42d-08fb34bb8323.png
5a7691e4-d3b7-47db-a29f-9062aae47309,82eabf60-6d7a-4930-b8be-29f1f737d345,Dumbbell floor press,chest,dumbbell,ymove-82eabf60-6d7a-4930-b8be-29f1f737d345.png
c75ac0e9-6832-465c-8055-361bc74dd850,97f48a58-e7a9-4179-88e2-f1a16feb68ca,Dumbbell fly,chest,dumbbell,ymove-97f48a58-e7a9-4179-88e2-f1a16feb68ca.png
7f8b4fd1-9c04-4f30-9ff8-09ab627f2557,c60450d9-862c-4dd3-87b1-82f80349964d,Dumbbell fly - v2,chest,dumbbell,ymove-c60450d9-862c-4dd3-87b1-82f80349964d.png
9daf6b84-07f3-465c-8852-49cb031dcd83,f6d6ac54-751d-416e-8c9d-bc4b675cd505,Dumbbell Pullover,chest,dumbbell,ymove-f6d6ac54-751d-416e-8c9d-bc4b675cd505.png
12c3e231-6cf7-4753-bc45-8ee57f4a96ef,1b670f12-2b3b-4046-8fb8-379450db6f52,Dumbell Bench Press,chest,dumbbell,ymove-1b670f12-2b3b-4046-8fb8-379450db6f52.png
6e502c2a-74f9-4a4b-9109-dce3da5a8654,3b3e0a86-56b7-4d15-92ff-11dfaf108147,Elevated push up,chest,bodyweight,ymove-3b3e0a86-56b7-4d15-92ff-11dfaf108147.png
21f94444-592d-46e6-bd5a-7f539a2a2659,67b6f81b-3bca-4b91-8cd8-4c4dd6194d6e,Explosive push ups,chest,bodyweight,ymove-67b6f81b-3bca-4b91-8cd8-4c4dd6194d6e.png
f4d15d9c-e12d-4ab9-9dfb-6bc8a6227bbb,d9df1e94-1051-407d-9c34-87720d1557a9,Explosive side to side push up,chest,bodyweight,ymove-d9df1e94-1051-407d-9c34-87720d1557a9.png
3a498165-7b34-4592-9a6f-ec6fdad867c9,3b45e42a-963f-4b79-ae1d-b1b5e8eb9add,Flat Cable Fly,chest,cable,ymove-3b45e42a-963f-4b79-ae1d-b1b5e8eb9add.png
0e138fb5-bab1-4e56-9746-ab0968e1e22b,d536723e-7e3f-460d-a6c5-e9993bfbec4c,Floor Press,chest,barbell,ymove-d536723e-7e3f-460d-a6c5-e9993bfbec4c.png
3e3ef293-715a-4d47-8794-35f9f70b2fec,fb48eccb-7f51-4de3-97f0-dc5ef75a6cee,Full range push ups,chest,bodyweight,ymove-fb48eccb-7f51-4de3-97f0-dc5ef75a6cee.png
51d1cb48-928a-446e-87e1-60fe0f16b843,ee79ed25-3455-4730-acd9-5173de6085c9,Ab Bridge Complex,core,bodyweight,ymove-ee79ed25-3455-4730-acd9-5173de6085c9.png
f5430e7e-f1c6-4306-8095-db974e0de223,a64ffb04-76a7-431a-a9a5-6addeab61813,Barbell Ab Rollout,core,barbell,ymove-a64ffb04-76a7-431a-a9a5-6addeab61813.png
c33d50f4-a032-4fd0-af8f-0174a0bc0b46,31a0d4f4-2ad8-4f51-b47f-e7dc05e787f3,Barbell Ab Rollout - On Knees,core,barbell,ymove-31a0d4f4-2ad8-4f51-b47f-e7dc05e787f3.png
2649c5dd-67e7-46d7-af0b-b543a0860cdb,709f2fe5-f590-401b-aa94-d5f6dc67165b,Barbell Sit-Up,core,barbell,ymove-709f2fe5-f590-401b-aa94-d5f6dc67165b.png
f3021f79-a7f4-4cee-b028-29593150dda0,5d6d9ca4-1ace-4dc9-b408-6ced49b753e7,Bear hold,core,bodyweight,ymove-5d6d9ca4-1ace-4dc9-b408-6ced49b753e7.png
9d95dcd0-74a3-4a35-b275-01e5480a58de,b21be739-d8af-416f-83e4-fc65509a9a28,Bear plank ankle taps into jumps,core,bodyweight,ymove-b21be739-d8af-416f-83e4-fc65509a9a28.png
d1d4fe39-70f0-40e5-8bb4-3128b7f4b3eb,c2a135e7-1383-47c1-9757-4868ae9a8c55,Bear plank Shoulder taps,core,bodyweight,ymove-c2a135e7-1383-47c1-9757-4868ae9a8c55.png
c5a8b2b0-a400-4781-a716-b0d4a608b432,f2fef2bc-353c-4f3b-b7c3-ee5d63e2a87b,Bear plank shoulder taps - 30,core,bodyweight,ymove-f2fef2bc-353c-4f3b-b7c3-ee5d63e2a87b.png
b70ae5e8-6c9e-4a1c-b985-0a79091595ea,63603235-6df6-4c55-b0fe-c417fee626b8,Bear plank side tap sidewalks,core,bodyweight,ymove-63603235-6df6-4c55-b0fe-c417fee626b8.png
6bdeeb0b-b55b-414e-ba2e-ee166942353e,638616d3-100b-4b14-8516-ff9e4b3e80f2,Bear plank steps and hops,core,bodyweight,ymove-638616d3-100b-4b14-8516-ff9e4b3e80f2.png
684fe371-56ce-49d2-81b7-96a196b05dcd,c794e5f9-f603-4f1a-a108-1989ff2b8215,Bear plank toe taps,core,bodyweight,ymove-c794e5f9-f603-4f1a-a108-1989ff2b8215.png
ba8e4824-b2b4-4dab-adea-6325f7b9e6da,87a9f879-77ef-4dbe-8e8e-b15fea5052a7,Bicycle punches,core,bodyweight,ymove-87a9f879-77ef-4dbe-8e8e-b15fea5052a7.png
5db8d41a-6b72-4710-992f-b2ec292f1130,a36c63b9-c3d4-432d-a135-1ca81a162d35,Boat hold,core,bodyweight,ymove-a36c63b9-c3d4-432d-a135-1ca81a162d35.png
