external_exercise_id,ymove_title,final_italian_name,selected_source,quality_score,validation_status,rejection_reasons,missing_technical_details,approved_italian_name,researched_italian_name,intelligent_italian_name,translation_status,source_confidence
03be228e-9483-470b-ad6c-cdf3d43f7415,Double Box Single Leg Lateral Hop,monopodalico laterale su rialzo Rimbalzo,intelligent_italian_name,92,VALIDATED,,,,,monopodalico laterale su rialzo Rimbalzo,review_required,
044f938a-5772-4a0e-b39a-8a85393830e7,Tucked L-sit hold,Tucked L-sit hold,intelligent_italian_name,96,VALIDATED,,,,,Tucked L-sit hold,review_required,
04fccb0f-58a7-44b2-8676-573faad17634,Pike hold knee bends,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Pike hold knee bends,review_required,
0501fca5-dd00-4948-8874-40cc851daaee,Explosive jump squats,esplosivo Squat,intelligent_italian_name,92,VALIDATED,,,,,esplosivo Squat,review_required,
051a5802-da89-415d-a912-93162c89a4bf,Behind the Neck Shoulder Press Machine,Shoulder press alla macchina dietro la nuca,researched_italian_name,92,VALIDATED,,,,Shoulder press alla macchina dietro la nuca,Machine Spalla,generated,74.0
059690e8-f60d-4099-b3ae-93d18358a59a,Bent Over Barbell Row,,,60,TECHNICAL_REVIEW,lost_technical_details,bent over,,,Bilanciere Bilanciere,generated,
05b2ec0e-92d4-4a93-bfed-c371747c072d,Fire Hydrant,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Fire Hydrant,review_required,
05c60c96-4b0d-4e83-8797-9e3eb9a9cab0,Halo with dumbbell (R),,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Manubrio Manubrio,generated,
061b3246-322a-41ed-a589-73fb9478651c,Side hurdel jumps to mountain climbers,Mountain climber,generated_rule,96,VALIDATED,,,,,Arrampicata montana,review_required,
068d316f-52b0-4438-a7c9-ee21ceca2c2f,Crunches,Crunch,intelligent_italian_name,92,VALIDATED,,,,,Crunch,review_required,
069c1e6b-05f4-4390-a1c7-9b740e0bec4a,Barbell Front Raise,Alzate frontali con bilanciere,approved_italian_name,92,VALIDATED,,,Alzate frontali con bilanciere,Alzate frontali con bilanciere,Bilanciere Alzata frontale,generated,90.0
0790eb48-18ee-4bae-9c32-b8049dad767f,Wall Sits,Seduta al muro,generated_rule,92,VALIDATED,,,,,Wall Sits,review_required,
07cd2836-405f-4b66-9b80-2d69b1fabb6a,Reverse push ups,,,72,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Push-up,review_required,
0852e58d-42d4-4e7a-b612-a6d79e93e895,Half moon (right),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Half moon (right),review_required,
094f1299-cd52-4da7-b97f-c159208ed7d1,Incline Dumbbell Rear Delt Raise,,,44,TECHNICAL_REVIEW,repeated_or_equipment_only|missing_main_movement,,,,Manubrio inclinato Manubrio,generated,
097903be-beaa-4283-9493-19eb90b59762,Dumbbell deltoid fly,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Manubrio Manubrio,generated,
0a095165-5eb4-4d96-a98e-d8374391f2cc,Seated EZ Bar Curl,,,60,TECHNICAL_REVIEW,lost_technical_details,barbell,,,Seduto Curl,generated,
0a7821b6-c36b-4b5f-82b0-5c8ba765baae,Shot Caller Burpee,Burpee,intelligent_italian_name,96,VALIDATED,,,,,Burpee,review_required,
0af648a1-1d2e-438b-b687-b522c9eaa8bd,Dumbbell shoulder punches,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Manubrio Spalla,generated,
0b4d6477-e8d8-4ae1-aff6-d935a77b3fe1,Dumbbell Overhead Tricep Extension,Manubrio Estensione,intelligent_italian_name,92,VALIDATED,,,,,Manubrio Estensione,generated,
0b51bca9-c72f-4fc3-affd-0904de3cf8b4,Single Arm Smith Machine Row,,,36,TECHNICAL_REVIEW,missing_main_movement|lost_technical_details,one arm,,,Smith machine,generated,
0b7c9826-2501-4938-a921-a6f62e66e890,Squat to toe taps,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Squat,review_required,
0b7f1b84-6cb0-4875-824b-e86272668a2a,Knee raises (Hanging),,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Alzata,review_required,
0ba53212-9702-4b66-bb9d-d7b9fa12abf2,Inclined wide push up,,,40,TECHNICAL_REVIEW,too_generic_for_detailed_title|lost_technical_details,incline,,,Push-up,review_required,
0bc5f89b-dec0-483a-b98d-655998f8849d,Inchworm,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Inchworm,review_required,
0bc74c4c-d382-46a4-95a8-d6229062aaf1,inverted row,,,36,TECHNICAL_REVIEW,missing_main_movement|lost_technical_details,barbell,,,Remata,generated,
0c46de9c-4a97-405c-9fa2-aec5f5da73f0,Seated Hammer Curl,,,60,TECHNICAL_REVIEW,lost_technical_details,dumbbell,,,Seduto Curl,generated,
0d0368ee-f03d-4ef9-95db-06a56434ea55,Dumbbell Scissors,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Manubrio Manubrio,generated,
0d3505ae-ce8d-4ad5-b8d0-8c172dd08969,High Row Machine,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Machine Machine,generated,
0de79ddc-e829-4543-942c-e385cc76ac5e,Dumbbell Squat,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Manubrio Manubrio,generated,
0df165d9-3c63-4506-a2f1-6f64544fda5d,Forward to Reverse Bear Crawl,Bear crawl,generated_rule,96,VALIDATED,,,,,Crawl,review_required,
0e19fa47-7a77-4fdf-86a0-66258725fa3d,Box Toe Tap,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Box Toe Tap,review_required,
0e43c62b-bcf6-4115-8fa4-3049a4d8f24a,Criss-cross jumping jacks,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Salto,review_required,
0e5f29cd-ff79-428a-bb1c-1753a9047f32,Barbell Full Squat,Full Squat Con bilanciere,approved_italian_name,92,VALIDATED,,,Full Squat Con bilanciere,Squat completo con bilanciere,Bilanciere Bilanciere,generated,75.0
0ed37189-d6ea-48c0-83cb-587b44a7b546,Sumo walk,,,44,TECHNICAL_REVIEW,consecutive_duplicate_words|missing_main_movement,,,,Sumo Sumo,review_required,
0f14071c-279d-4926-b41a-cb4dc900bb1d,High plank toe touches,,,44,TECHNICAL_REVIEW,missing_main_movement|too_generic_for_detailed_title,,,,Plancia,review_required,
0fed480a-62f6-44d9-a457-787ebcd1395f,Single Arm Preacher Curl,,,52,TECHNICAL_REVIEW,lost_technical_details,dumbbell|one arm,,,monopodalico Curl,review_required,
0ff4b70c-8c21-42a0-83c9-a0aa4fcc4b4a,Swimmers,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Swimmers,review_required,
0ff5e9fe-9d15-426a-8c06-fd62a198dc47,Dumbbell shadow box,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Manubrio su rialzo Manubrio,generated,
10014d85-339e-4573-876d-87b003c28671,Tricep extension knee ins,Estensione,intelligent_italian_name,92,VALIDATED,,,,,Estensione,review_required,
109aec41-eaeb-4963-908a-e53b560789ee,High Cable Row,Rematore al cavo,generated_rule,92,VALIDATED,,,,,Cavo Cavo,generated,
109f6115-f03d-48da-802a-2e2aa385678d,Back Extension - Hyperextension,,,60,TECHNICAL_REVIEW,lost_technical_details,machine,,Iperestensioni lombari alla panca romana,Iperestensione,review_required,82.0
10a31695-e218-4819-b7d3-b67b1b5ac79d,Close Grip Lat Pulldown,,,52,TECHNICAL_REVIEW,lost_technical_details,cable|close,,,Lat machine,review_required,
10affa59-53b8-40a9-a06c-36b70d2bb005,Russian twists,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Russian twists,review_required,
10be21b8-de6f-4c33-9101-eadca351e663,Crab walks into squats,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Squat,review_required,
10d2c91e-60e8-416d-8c91-def45954009c,Close Grip Plate Press,,,60,TECHNICAL_REVIEW,lost_technical_details,barbell,,,presa stretta con disco Spinta,review_required,
1121f617-3012-4e15-a6d9-86ed9440acce,Step Calf Raise,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Alzata,generated,
1158c681-55e9-4db0-bb73-3dab32d99aa5,Barbell Curls,Curl con bilanciere,generated_rule,92,VALIDATED,,,,,Bilanciere Bilanciere,generated,
1267bc89-80f9-46ad-9f94-e7e542854042,Wide Grip Barbell Curl,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Bilanciere presa larga Bilanciere,generated,
1328cea8-8e8b-4a64-9f6a-10d8031b2f27,Russian Twist - no weight,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Russian Twist - no weight,review_required,
13351b5d-ef3f-4c6b-9f47-df62202d32b2,Leg Press Close Stance - Glute Focus,,,60,TECHNICAL_REVIEW,lost_technical_details,machine,,,presa stretta Pressa per gambe,review_required,
14044ef0-8d9d-4d65-9365-0f1bc2dd3c11,Walking knee raises,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Alzata,review_required,
147a7908-fdd3-4f79-94ca-f9a69989e14c,Single arm push up (R),,,40,TECHNICAL_REVIEW,too_generic_for_detailed_title|lost_technical_details,one arm,,,Push-up,review_required,
14a3a8fe-dc12-4c4b-865b-d5e0514c54d4,Dumbbell Skull Crushers,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Manubrio Manubrio,generated,
1523b6fd-d8b9-4406-b188-5d1545dd0cb2,Reclined pigeon pose (left),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Reclined pigeon pose (left),review_required,
1575dc75-93ab-4c7f-b924-4ed4eda2adc8,Dumbbell Russian Twist,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Manubrio Manubrio,generated,
15ae3c6a-9e5c-43c6-a9df-6a1cd454e1c5,Smith Machine Lunges,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Smith machine,generated,
16916d8d-2bce-459a-a87f-fa511936260c,Seated Neutral Grip Cable Press,Seduto Cavo presa neutra Spinta,intelligent_italian_name,92,VALIDATED,,,,,Seduto Cavo presa neutra Spinta,generated,
16a76541-f17e-49fe-832c-27776a9ec2e3,Scapula push ups,,,72,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Push-up,review_required,
16b4d2da-13c2-419b-aa1a-14a443294762,Zercher Squats,,,36,TECHNICAL_REVIEW,too_generic_for_detailed_title|lost_technical_details,barbell,,,Squat,review_required,
185e82b2-9e20-4021-aa84-65c564aca016,Seated Cable Fly,Croci ai cavi,generated_rule,92,VALIDATED,,,,,Seduto Cavo Cavo,generated,
18a33c56-c0b1-4f28-bb78-4b4cad53372b,Jacks with high knees,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Jacks with high knees,review_required,
18b57d25-5597-4b00-8237-cc359e4609c8,Power Snatch (ISSUE_ back on pick up a bit bend),,,36,TECHNICAL_REVIEW,missing_main_movement|lost_technical_details,barbell,,,esplosivo Schiena,review_required,
18c65037-c4d3-4643-b099-c2f129cef229,Straddle Up,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Straddle Up,review_required,
18dda540-eca8-40ad-aca4-9e5f80f574d7,Forward Backward Hop over Cone,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Schiena,review_required,
19a378bd-eec2-4950-b8f2-c4179ef28294,Hanging Leg Raise,Sollevamento gambe,intelligent_italian_name,92,VALIDATED,,,,,Sollevamento gambe,generated,
1a3c2a1d-eb55-4199-8f9c-6d332c824c5d,Kettlebell swing - American style,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Kettlebell Kettlebell,review_required,
1abe4475-eab9-4532-a583-68cc06681462,Crab hold toe tap,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Granchio,review_required,
1b4146bc-1c96-4f05-88cf-72a72783122d,Dumbbell Step Ups,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Manubrio Manubrio,generated,
1b670f12-2b3b-4046-8fb8-379450db6f52,Dumbell Bench Press,,,36,TECHNICAL_REVIEW,consecutive_duplicate_words|lost_technical_details,dumbbell,,,panca Panca,generated,
1b83ce89-e537-4d37-be07-af8b5c192edd,My Side Bend Stretch (L),,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Allungamento,review_required,
1c13173b-006e-4bfb-8f57-6c9403915e4d,T press up,Spinta,intelligent_italian_name,92,VALIDATED,,,,,Spinta,review_required,
1c9646ea-e5d6-4aaf-8892-12b331fcc8d2,Slingshot into T-Spine rotation,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Slingshot into T-Spine rotation,review_required,
1cecbe87-d29e-43af-bb44-5e1f409cd018,Push up to breakdancer,,,72,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Push-up,review_required,
1d684533-244d-42e9-a085-843e40965805,Tree pose (right),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Tree pose (right),review_required,
1dda1f16-d715-4a4f-a12b-d75b7dca81e7,Banded Lateral Walks,,,68,TECHNICAL_REVIEW,missing_main_movement,,,Camminata laterale con elastico,laterale con elastico Camminata,review_required,70.0
1dfe9e16-f3bf-45c3-9536-b818c03d8bb8,Lat Pulldown with V-Grip,Lat machine,intelligent_italian_name,92,VALIDATED,,,,,Lat machine,review_required,
1e381fba-eedc-410c-ba1f-1c9c255f4d0f,Cobra pose,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Cobra pose,review_required,
1e43a5c6-7d2f-4c45-a87d-28eec849221c,Warrior III (left),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Warrior III (left),review_required,
1e99855d-fbf5-433e-9273-6f4e318a6ffe,Close Grip Lat Pulldown,,,52,TECHNICAL_REVIEW,lost_technical_details,cable|close,,,Lat machine,review_required,
1eab35ce-2d24-4908-8d60-082cf1f7ab74,Plank pose,,,44,TECHNICAL_REVIEW,missing_main_movement|too_generic_for_detailed_title,,,,Plancia,review_required,
1effe46b-4944-4308-b0d3-dd87a0c71bc2,Butt kickers,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Butt kickers,review_required,
1f636f46-0bc3-417d-a3ac-93108ecc26ec,Reclined windshield wipers,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Reclined windshield wipers,review_required,
1f96bb5c-a360-4ab0-83c6-23bdb92dd10c,Seated eagle arm (right),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Seated eagle arm (right),generated,
1ffaf9e8-fe94-44e8-a20b-012ea58eba46,Barbell Sumo Squat,Sumo squat con bilanciere,researched_italian_name,92,VALIDATED,,,,Sumo squat con bilanciere,Bilanciere Sumo Bilanciere,generated,86.0
204d2666-432a-400b-bf88-0b47203101ee,Inclined push up,,,40,TECHNICAL_REVIEW,too_generic_for_detailed_title|lost_technical_details,incline,,,Push-up,review_required,
20500648-961e-4344-bb9b-c775ffc1fe71,Cable Front Kick,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Cavo Cavo,generated,
206a3084-ab16-4115-b18e-93c6c44e6cc4,Push up Circles,,,72,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Push-up,review_required,
207924a2-ae75-4371-be43-49c3cc62b4e1,Cable Tricep Pushdown,,,64,TECHNICAL_REVIEW,lost_technical_details,cable,,,Push-up tricipiti,generated,
210c81cd-983c-4267-8514-b14090b038be,Kettlebell Swing (Single Arm),,,36,TECHNICAL_REVIEW,missing_main_movement|lost_technical_details,one arm,,,Kettlebell monopodalico Kettlebell,review_required,
214c3916-f02f-456f-9750-70fd0679295a,Bear crawls,Bear crawl,researched_italian_name,96,VALIDATED,,,,Bear crawl,Crawl,review_required,88.0
21beb247-bf6f-41a7-b2d3-58c58d103ba0,Walking lunges - backward,Affondi camminati,generated_rule,92,VALIDATED,,,,,Affondo,review_required,
21ce1e16-e426-466b-b8cf-9d4b1fce7227,Inchworms to push ups to pike push up,,,72,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Push-up,review_required,
21dda23e-d221-4800-924e-498f4398f203,Cable Straight Leg Kickback,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Cavo Cavo,generated,
22880d49-67f2-4f14-9510-046c32da166b,Concentration Curl,,,16,TECHNICAL_REVIEW,too_generic_for_detailed_title|lost_technical_details,dumbbell,,,Curl,review_required,
2291338b-1445-4b35-8ebe-d92d7af522e0,Smith Machine Good Morning,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Smith machine,generated,
22bf3fc2-d7a0-41d0-9a1a-5e0d149d2b7a,Butterfly Jumps,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Salto,review_required,
23058ad3-cf8a-4550-a2bb-cb692999080d,Ultimate Elbow Stretch,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Allungamento,review_required,
23781248-d4d6-418e-a5a0-932abb0ca32b,Machine Reverse Fly,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Machine Machine,generated,
23b96196-f154-4450-a2cd-fdc35af2e60c,Lying Leg Curl,,,60,TECHNICAL_REVIEW,lost_technical_details,machine,,,Da sdraiato Leg curl,review_required,
23d6cf5e-2f9a-4f78-a962-d22e6fe36aa9,Cable Woodchop (High to Low),,,0,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement|lost_technical_details,machine|high to low,,,Cavo Cavo,generated,
24030adc-de07-4547-a916-24acee3d5a3e,Burpee,Burpees,generated_rule,96,VALIDATED,,,,,Burpees,review_required,
24846377-a8c6-4955-86e6-00528b6e2b31,Rack Pulls,,,60,TECHNICAL_REVIEW,lost_technical_details,barbell,,,Tirata,review_required,
24b76364-0eec-4035-b3e0-b7451a94db9f,Hack Squat,,,64,TECHNICAL_REVIEW,lost_technical_details,machine,,,Hack squat,review_required,
24c4168e-f900-4e8b-8969-cd32dba34d6c,Overhead Squat,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Squat,review_required,
252e37ea-e936-42a4-ba76-d7ce35e1baa6,Smith Machine Sumo Squat,,,36,TECHNICAL_REVIEW,missing_main_movement|lost_technical_details,sumo,,,Smith machine,generated,
25be107f-a9ec-4007-bb9f-c0a5088e19b5,Incline Barbell Press,,,44,TECHNICAL_REVIEW,consecutive_duplicate_words|missing_main_movement,,,,Bilanciere inclinato Inclinato,generated,
25ec2936-1aa7-4fb9-86a3-e3b73ab94e7c,Cable Woodchop low to high,,,0,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement|lost_technical_details,low to high,,,Cavo Cavo,generated,
2608b96f-dbaa-493f-9332-f1bfee45c5d4,Heel Raises toe raises,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Alzata,review_required,
26098d10-600c-4876-ac19-e9fcac2ef835,Overhead Cable Rope Extension,,,60,TECHNICAL_REVIEW,lost_technical_details,rope,,,Cavo Estensione,generated,
2640441e-fc3e-46e7-87ee-77f25ed81d32,Plank elbow to knee,,,44,TECHNICAL_REVIEW,missing_main_movement|too_generic_for_detailed_title,,,,Plancia,review_required,
267b3050-21ec-4d7b-b8b1-d85b88583123,Tree pose (left),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Tree pose (left),review_required,
26f5654e-6c1f-4418-b336-0317edc13415,Medicine Ball Reverse Crunch,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,palla medica Palla medica,review_required,
27114339-579a-4a81-a673-52126b81f475,Reverse Plank,,,44,TECHNICAL_REVIEW,missing_main_movement|too_generic_for_detailed_title,,,,Plancia,review_required,
2763cb57-a57b-4134-9ae4-979414e5d28c,V-Up,V-Up,intelligent_italian_name,76,VALIDATED,,,,,V-Up,review_required,
27be2ac3-3b68-4ef8-94ab-e6bfb5ba4076,Pendlay Rows,,,36,TECHNICAL_REVIEW,too_generic_for_detailed_title|lost_technical_details,barbell,,,Rematore,review_required,
27e866fb-7cdb-4b24-824c-9ce7778c6ac7,Shoulder taps into ankle taps,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Spalla,review_required,
2811e435-2e2e-4b25-8fbb-57873e05d90d,Split squat (R),,,36,TECHNICAL_REVIEW,too_generic_for_detailed_title|lost_technical_details,dumbbell,,,Squat,review_required,
284b839e-ec4c-4551-ba9d-afbf32b60330,Push ups to toe touches,,,72,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Push-up,review_required,
288185df-127a-4112-80df-83313767b80e,Toe touch- Posterior thigh,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Toe touch- Posterior thigh,review_required,
292b7c17-cc1f-4753-a690-8caad6e28879,Upward facing dog pose,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Upward facing dog pose,review_required,
2930d41f-177c-4f36-bd91-4867afb85a3b,Dips,,,48,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Dip,review_required,
2964f7d1-8a1f-45b6-887c-a084ceb75072,Shoulder tap burpees,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Spalla,review_required,
29e0d621-73e4-44da-9db7-10302fbe9503,Seated Dumbbell Curl - One Arm - Alternating,,,60,TECHNICAL_REVIEW,lost_technical_details,one arm,,,Seduto Manubrio Manubrio,generated,
2a4df469-77c8-4468-92cb-2003c90602dd,Superman extensions,Estensione,intelligent_italian_name,92,VALIDATED,,,,,Estensione,review_required,
2b207100-576f-4029-848e-f71bb05df885,Smith Machine Bent Over Row,,,36,TECHNICAL_REVIEW,missing_main_movement|lost_technical_details,bent over,,,Smith machine,generated,
2b2134be-9f7b-42d9-8739-1b24833c5e11,Seated ankle circles,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Seduto Caviglia,generated,
2b536297-c5de-4994-b67d-d1adac5f29c0,Warrior II (right),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Warrior II (right),review_required,
2b82f2db-8edd-4904-af32-6fcf4c0d24d9,Lotus pose,,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Lotus pose,review_required,
2bdda28c-3fe2-4ecb-9a71-945a051d5bbd,Seated Calf Raises,,,36,TECHNICAL_REVIEW,missing_main_movement|lost_technical_details,barbell,,,Seduto Alzata,generated,
2c525222-75e1-4c05-b8ee-f4d2c7d1799e,Side to side push up,,,72,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Push-up,review_required,
2c7167fd-5e7e-444f-b7a8-291e362e638c,Plank shoulder taps,,,68,TECHNICAL_REVIEW,missing_main_movement,,,,Spalla,review_required,
2ca49b40-d285-4dfe-8dba-f51448b46c0a,Step-Ups (Bodyweight),Step-up a corpo libero,generated_rule,96,VALIDATED,,,,,Step-Ups (Bodyweight),review_required,
2cb2c89f-5ea0-49f4-8ee3-a24beb2fa192,Squat taps into jump squats,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Squat,review_required,
2dbfdf97-301b-423d-a27c-7485137e50f4,Machine Bicep Curl,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Machine Machine,generated,
2e6e0a8a-ab5d-4f00-a6b4-c1f025190b79,One-Arm Side Laterals (L),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,One-Arm Side Laterals (L),review_required,
2e95c001-ef00-4ecc-85a9-b97841927a29,Kettlebell Row,,,20,TECHNICAL_REVIEW,repeated_or_equipment_only|consecutive_duplicate_words|missing_main_movement,,,,Kettlebell Kettlebell,generated,
2ea5aa3e-034c-45a7-862a-d2f324671901,Revolved chair pose (right),,,44,RESEARCH_REQUIRED,missing_main_movement|copied_english_title,,,,Revolved chair pose (right),review_required,
2fb79823-a759-4ceb-8b16-a26ab3cfb440,Barbell Deadlift,Stacco da terra con bilanciere,approved_italian_name,92,VALIDATED,,,Stacco da terra con bilanciere,Stacco da terra con bilanciere,Bilanciere Stacco da terra,generated,90.0
2fc3cb39-6cf3-4133-89fd-6b140c96110f,Spiderman push up,,,72,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Push-up,review_required,
3175c898-09fe-4d02-82c2-de2a3834fdd4,Dumbbell waiter curls,Curl con manubri,generated_rule,92,VALIDATED,,,,,Manubrio Manubrio,generated,
31a0d4f4-2ad8-4f51-b47f-e7dc05e787f3,Barbell Ab Rollout - On Knees,Ab rollout in ginocchio con bilanciere,approved_italian_name,92,VALIDATED,,,Ab rollout in ginocchio con bilanciere,Ab rollout in ginocchio con bilanciere,Bilanciere in ginocchio Rotolamento,generated,90.0
31acb39d-e5bd-47f6-8895-0d4a17ff2e67,Squat Pulse on Box,su rialzo Squat,intelligent_italian_name,92,VALIDATED,,,,,su rialzo Squat,review_required,
31f0a2a6-2d44-4c33-bf3a-2d0687b748a4,Bridge pose,,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Ponte,review_required,
322a5b58-ed0d-4d37-8d09-c48a606484fe,Hip stretch (right),,,68,TECHNICAL_REVIEW,too_generic_for_detailed_title,,,,Allungamento,review_required,
